"activity" "subject" "variable" "average_value"
"STANDING" 6 "fBodyAccJerk-meanFreq()-Z" -0.1006823905788
"STANDING" 7 "fBodyAccJerk-meanFreq()-Z" -0.220260861049058
"STANDING" 8 "fBodyAccJerk-meanFreq()-Z" -0.0826086104950178
"WALKING_DOWNSTAIRS" 9 "fBodyAccJerk-meanFreq()-Z" -0.290292303180208
"WALKING_DOWNSTAIRS" 10 "fBodyAccJerk-meanFreq()-Z" 0.0112385060119048
"SITTING" 11 "fBodyAccJerk-meanFreq()-Z" -0.100656351530446
"STANDING" 11 "fBodyAccJerk-meanFreq()-Z" 0.124765395
"WALKING_DOWNSTAIRS" 12 "fBodyAccJerk-meanFreq()-Z" -0.0958056859059406
"WALKING_UPSTAIRS" 12 "fBodyAccJerk-meanFreq()-Z" -0.100574049534237
"WALKING_UPSTAIRS" 13 "fBodyAccJerk-meanFreq()-Z" -0.120605488176024
"SITTING" 14 "fBodyAccJerk-meanFreq()-Z" -0.239200679844272
"SITTING" 15 "fBodyAccJerk-meanFreq()-Z" -0.0737834470521341
"SITTING" 16 "fBodyAccJerk-meanFreq()-Z" -0.170592442202459
"SITTING" 17 "fBodyAccJerk-meanFreq()-Z" -0.162384817735924
"WALKING_UPSTAIRS" 18 "fBodyAccJerk-meanFreq()-Z" -0.123235904056044
"LAYING" 19 "fBodyAccJerk-meanFreq()-Z" -0.010409611195578
"SITTING" 19 "fBodyAccJerk-meanFreq()-Z" 0.0480461286333333
"WALKING_UPSTAIRS" 20 "fBodyAccJerk-meanFreq()-Z" -0.173772101164407
"LAYING" 21 "fBodyAccJerk-meanFreq()-Z" -0.112817222676985
"LAYING" 22 "fBodyAccJerk-meanFreq()-Z" -0.0467691789252336
"LAYING" 23 "fBodyAccJerk-meanFreq()-Z" -0.112528879362903
"WALKING_UPSTAIRS" 24 "fBodyAccJerk-meanFreq()-Z" -0.13977119240315
"LAYING" 25 "fBodyAccJerk-meanFreq()-Z" -0.235707422494548
"LAYING" 26 "fBodyAccJerk-meanFreq()-Z" 0.0230436078149342
"WALKING" 26 "fBodyAccJerk-meanFreq()-Z" -0.153503216851667
"WALKING" 27 "fBodyAccJerk-meanFreq()-Z" -0.0681591510367021
"WALKING" 28 "fBodyAccJerk-meanFreq()-Z" -0.126061027159817
"WALKING" 29 "fBodyAccJerk-meanFreq()-Z" -0.00952646181569767
"WALKING" 30 "fBodyAccJerk-meanFreq()-Z" -0.165265610993663
"WALKING_DOWNSTAIRS" 30 "fBodyAccJerk-meanFreq()-Z" -0.591555203333333
"STANDING" 1 "fBodyGyro-mean()-X" -0.623219182311527
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-mean()-X" -0.638717694593046
"STANDING" 3 "fBodyGyro-mean()-X" -0.642097719778592
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-mean()-X" -0.641881977553943
"STANDING" 5 "fBodyGyro-mean()-X" -0.632239300829801
"STANDING" 6 "fBodyGyro-mean()-X" -0.537201442069846
"STANDING" 7 "fBodyGyro-mean()-X" -0.643767578493507
"STANDING" 8 "fBodyGyro-mean()-X" -0.601382421248399
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-mean()-X" -0.639863219559028
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-mean()-X" -0.620379208870442
"SITTING" 11 "fBodyGyro-mean()-X" -0.708402086047771
"STANDING" 11 "fBodyGyro-mean()-X" -0.952866965
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-mean()-X" -0.722727699257426
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-X" -0.555999907609322
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-X" -0.65864242140581
"SITTING" 14 "fBodyGyro-mean()-X" -0.699166400749226
"SITTING" 15 "fBodyGyro-mean()-X" -0.664354428856402
"SITTING" 16 "fBodyGyro-mean()-X" -0.789780147036612
"SITTING" 17 "fBodyGyro-mean()-X" -0.728710411180707
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-X" -0.787757637521978
"LAYING" 19 "fBodyGyro-mean()-X" -0.436778112799291
"SITTING" 19 "fBodyGyro-mean()-X" -0.973600250384615
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-X" -0.626445370827119
"LAYING" 21 "fBodyGyro-mean()-X" -0.752040828651961
"LAYING" 22 "fBodyGyro-mean()-X" -0.639575654479751
"LAYING" 23 "fBodyGyro-mean()-X" -0.685136501518817
"WALKING_UPSTAIRS" 24 "fBodyGyro-mean()-X" -0.722607377748032
"LAYING" 25 "fBodyGyro-mean()-X" -0.672197763601467
"LAYING" 26 "fBodyGyro-mean()-X" -0.827882281605263
"WALKING" 26 "fBodyGyro-mean()-X" -0.6240868380625
"WALKING" 27 "fBodyGyro-mean()-X" -0.768505711292553
"WALKING" 28 "fBodyGyro-mean()-X" -0.674356656020942
"WALKING" 29 "fBodyGyro-mean()-X" -0.685747413486628
"WALKING" 30 "fBodyGyro-mean()-X" -0.669152035113947
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-mean()-X" -0.44780377
"STANDING" 1 "fBodyGyro-mean()-Y" -0.505309434070029
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-mean()-Y" -0.722068978635762
"STANDING" 3 "fBodyGyro-mean()-Y" -0.775144985073314
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-mean()-Y" -0.831527531009464
"STANDING" 5 "fBodyGyro-mean()-Y" -0.71706218781457
"STANDING" 6 "fBodyGyro-mean()-Y" -0.621188724858462
"STANDING" 7 "fBodyGyro-mean()-Y" -0.630419275006169
"STANDING" 8 "fBodyGyro-mean()-Y" -0.575938482711388
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-mean()-Y" -0.683924287600694
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-mean()-Y" -0.64835059542517
"SITTING" 11 "fBodyGyro-mean()-Y" -0.775534336847134
"STANDING" 11 "fBodyGyro-mean()-Y" -0.98386241
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-mean()-Y" -0.785581012128713
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-Y" -0.674983413898305
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-Y" -0.647152817899388
"SITTING" 14 "fBodyGyro-mean()-Y" -0.50463317018839
"SITTING" 15 "fBodyGyro-mean()-Y" -0.760711411006098
"SITTING" 16 "fBodyGyro-mean()-Y" -0.815962130027322
"SITTING" 17 "fBodyGyro-mean()-Y" -0.774745258994565
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Y" -0.816385880247253
"LAYING" 19 "fBodyGyro-mean()-Y" -0.547965143065248
"SITTING" 19 "fBodyGyro-mean()-Y" -0.978913558846154
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Y" -0.591039733449633
"LAYING" 21 "fBodyGyro-mean()-Y" -0.759325714811275
"LAYING" 22 "fBodyGyro-mean()-Y" -0.79139974588785
"LAYING" 23 "fBodyGyro-mean()-Y" -0.497783811010484
"WALKING_UPSTAIRS" 24 "fBodyGyro-mean()-Y" -0.753710479580053
"LAYING" 25 "fBodyGyro-mean()-Y" -0.81313379207824
"LAYING" 26 "fBodyGyro-mean()-Y" -0.881744655131579
"WALKING" 26 "fBodyGyro-mean()-Y" -0.7471717415
"WALKING" 27 "fBodyGyro-mean()-Y" -0.795433953608777
"WALKING" 28 "fBodyGyro-mean()-Y" -0.747067907931937
"WALKING" 29 "fBodyGyro-mean()-Y" -0.735972301656977
"WALKING" 30 "fBodyGyro-mean()-Y" -0.632332956848974
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-mean()-Y" -0.323087153333333
"STANDING" 1 "fBodyGyro-mean()-Z" -0.553529065425648
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-mean()-Z" -0.601594889654305
"STANDING" 3 "fBodyGyro-mean()-Z" -0.670734708996481
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-mean()-Z" -0.689308946422713
"STANDING" 5 "fBodyGyro-mean()-Z" -0.537329127293278
"STANDING" 6 "fBodyGyro-mean()-Z" -0.507604207506462
"STANDING" 7 "fBodyGyro-mean()-Z" -0.655083354905844
"STANDING" 8 "fBodyGyro-mean()-Z" -0.525562919047438
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-mean()-Z" -0.612680463163889
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-mean()-Z" -0.567456661721769
"SITTING" 11 "fBodyGyro-mean()-Z" -0.707266984681529
"STANDING" 11 "fBodyGyro-mean()-Z" -0.95627413
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-mean()-Z" -0.687933816079208
"WALKING_UPSTAIRS" 12 "fBodyGyro-mean()-Z" -0.605048659483051
"WALKING_UPSTAIRS" 13 "fBodyGyro-mean()-Z" -0.620471226529052
"SITTING" 14 "fBodyGyro-mean()-Z" -0.42391821438452
"SITTING" 15 "fBodyGyro-mean()-Z" -0.711194539920732
"SITTING" 16 "fBodyGyro-mean()-Z" -0.756286641721311
"SITTING" 17 "fBodyGyro-mean()-Z" -0.726857840652174
"WALKING_UPSTAIRS" 18 "fBodyGyro-mean()-Z" -0.755926770686813
"LAYING" 19 "fBodyGyro-mean()-Z" -0.500185710441915
"SITTING" 19 "fBodyGyro-mean()-Z" -0.972983852179487
"WALKING_UPSTAIRS" 20 "fBodyGyro-mean()-Z" -0.518444509491525
"LAYING" 21 "fBodyGyro-mean()-Z" -0.709471420465686
"LAYING" 22 "fBodyGyro-mean()-Z" -0.643363339819315
"LAYING" 23 "fBodyGyro-mean()-Z" -0.617685416736559
"WALKING_UPSTAIRS" 24 "fBodyGyro-mean()-Z" -0.70948857687664
"LAYING" 25 "fBodyGyro-mean()-Z" -0.746832213594132
"LAYING" 26 "fBodyGyro-mean()-Z" -0.808503304736842
"WALKING" 26 "fBodyGyro-mean()-Z" -0.6139758234625
"WALKING" 27 "fBodyGyro-mean()-Z" -0.702788513114362
"WALKING" 28 "fBodyGyro-mean()-Z" -0.673513886890838
"WALKING" 29 "fBodyGyro-mean()-Z" -0.689221357718023
"WALKING" 30 "fBodyGyro-mean()-Z" -0.617725671628947
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-mean()-Z" -0.359031666666667
"STANDING" 1 "fBodyGyro-meanFreq()-X" -0.0320324102759078
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-meanFreq()-X" -0.00576500648245033
"STANDING" 3 "fBodyGyro-meanFreq()-X" -0.102568067670674
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-meanFreq()-X" -0.118518212447287
"STANDING" 5 "fBodyGyro-meanFreq()-X" -0.0381646986649007
"STANDING" 6 "fBodyGyro-meanFreq()-X" 0.0289087194733538
"STANDING" 7 "fBodyGyro-meanFreq()-X" -0.134491772785779
"STANDING" 8 "fBodyGyro-meanFreq()-X" -0.117102793715658
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-meanFreq()-X" -0.205909254584222
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-meanFreq()-X" -0.0663150945743537
"SITTING" 11 "fBodyGyro-meanFreq()-X" -0.114102792801465
"STANDING" 11 "fBodyGyro-meanFreq()-X" 0.237900302
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-meanFreq()-X" -0.11411449665
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-X" -0.0333967552483051
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-X" -0.112645469406422
"SITTING" 14 "fBodyGyro-meanFreq()-X" -0.241341060754489
"SITTING" 15 "fBodyGyro-meanFreq()-X" -0.143256673841646
"SITTING" 16 "fBodyGyro-meanFreq()-X" -0.137899091231284
"SITTING" 17 "fBodyGyro-meanFreq()-X" -0.0811027581206794
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-X" -0.11359630596717
"LAYING" 19 "fBodyGyro-meanFreq()-X" -0.00635513836297872
"SITTING" 19 "fBodyGyro-meanFreq()-X" -0.125566473180769
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-X" -0.152974668730028
"LAYING" 21 "fBodyGyro-meanFreq()-X" -0.089010657789951
"LAYING" 22 "fBodyGyro-meanFreq()-X" -0.164138008195857
"LAYING" 23 "fBodyGyro-meanFreq()-X" -0.0251692798377688
"WALKING_UPSTAIRS" 24 "fBodyGyro-meanFreq()-X" -0.0501078590267979
"LAYING" 25 "fBodyGyro-meanFreq()-X" -0.207601176327873
"LAYING" 26 "fBodyGyro-meanFreq()-X" -0.0157284768403289
"WALKING" 26 "fBodyGyro-meanFreq()-X" -0.0174424710483333
"WALKING" 27 "fBodyGyro-meanFreq()-X" -0.089165360111383
"WALKING" 28 "fBodyGyro-meanFreq()-X" -0.151644339683717
"WALKING" 29 "fBodyGyro-meanFreq()-X" 0.00201044246625
"WALKING" 30 "fBodyGyro-meanFreq()-X" -0.231827562541842
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-meanFreq()-X" -0.2168030098
"STANDING" 1 "fBodyGyro-meanFreq()-Y" -0.0901517235974063
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-meanFreq()-Y" -0.0702155008665563
"STANDING" 3 "fBodyGyro-meanFreq()-Y" -0.167675025582991
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-meanFreq()-Y" -0.375332544565931
"STANDING" 5 "fBodyGyro-meanFreq()-Y" -0.0720666007195695
"STANDING" 6 "fBodyGyro-meanFreq()-Y" -0.0427900206246154
"STANDING" 7 "fBodyGyro-meanFreq()-Y" -0.103884514547565
"STANDING" 8 "fBodyGyro-meanFreq()-Y" -0.153879695796192
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-meanFreq()-Y" -0.240880440259861
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-meanFreq()-Y" -0.0881515905938775
"SITTING" 11 "fBodyGyro-meanFreq()-Y" -0.186436198811465
"STANDING" 11 "fBodyGyro-meanFreq()-Y" 0.54955476
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-meanFreq()-Y" -0.117233914808069
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-Y" -0.0903212551686441
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-Y" -0.0806130190608563
"SITTING" 14 "fBodyGyro-meanFreq()-Y" -0.345434763249536
"SITTING" 15 "fBodyGyro-meanFreq()-Y" -0.222137469043902
"SITTING" 16 "fBodyGyro-meanFreq()-Y" -0.158018408842896
"SITTING" 17 "fBodyGyro-meanFreq()-Y" -0.106778297950136
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-Y" -0.245477245070522
"LAYING" 19 "fBodyGyro-meanFreq()-Y" -0.164224160228369
"SITTING" 19 "fBodyGyro-meanFreq()-Y" -0.31225545274359
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-Y" -0.197281081362486
"LAYING" 21 "fBodyGyro-meanFreq()-Y" -0.18645796643924
"LAYING" 22 "fBodyGyro-meanFreq()-Y" -0.200741314631402
"LAYING" 23 "fBodyGyro-meanFreq()-Y" -0.0592724696043011
"WALKING_UPSTAIRS" 24 "fBodyGyro-meanFreq()-Y" -0.0975347609866142
"LAYING" 25 "fBodyGyro-meanFreq()-Y" -0.349146931885306
"LAYING" 26 "fBodyGyro-meanFreq()-Y" -0.146366379833553
"WALKING" 26 "fBodyGyro-meanFreq()-Y" -0.0702711221552083
"WALKING" 27 "fBodyGyro-meanFreq()-Y" -0.0526592695792021
"WALKING" 28 "fBodyGyro-meanFreq()-Y" -0.270613215077225
"WALKING" 29 "fBodyGyro-meanFreq()-Y" -0.253940049719767
"WALKING" 30 "fBodyGyro-meanFreq()-Y" -0.358166544321053
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-meanFreq()-Y" -0.735581393333333
"STANDING" 1 "fBodyGyro-meanFreq()-Z" -0.0180063943472334
"WALKING_DOWNSTAIRS" 2 "fBodyGyro-meanFreq()-Z" 0.0513627291214901
"STANDING" 3 "fBodyGyro-meanFreq()-Z" -0.0321862688221114
"WALKING_DOWNSTAIRS" 4 "fBodyGyro-meanFreq()-Z" 0.0241889403249211
"STANDING" 5 "fBodyGyro-meanFreq()-Z" 0.0744028987918874
"STANDING" 6 "fBodyGyro-meanFreq()-Z" 0.101044783556
"STANDING" 7 "fBodyGyro-meanFreq()-Z" -0.0863412384825
"STANDING" 8 "fBodyGyro-meanFreq()-Z" -0.0430258806635231
"WALKING_DOWNSTAIRS" 9 "fBodyGyro-meanFreq()-Z" -0.196153280691528
"WALKING_DOWNSTAIRS" 10 "fBodyGyro-meanFreq()-Z" -0.0500743540119048
"SITTING" 11 "fBodyGyro-meanFreq()-Z" -0.0813690711780892
"STANDING" 11 "fBodyGyro-meanFreq()-Z" -0.03809218
"WALKING_DOWNSTAIRS" 12 "fBodyGyro-meanFreq()-Z" -0.112011271711386
"WALKING_UPSTAIRS" 12 "fBodyGyro-meanFreq()-Z" 0.0158853523279661
"WALKING_UPSTAIRS" 13 "fBodyGyro-meanFreq()-Z" -0.00505036969339144
"SITTING" 14 "fBodyGyro-meanFreq()-Z" -0.212818474897214
"SITTING" 15 "fBodyGyro-meanFreq()-Z" -0.0579760577340244
"SITTING" 16 "fBodyGyro-meanFreq()-Z" -0.0538946293731967
"SITTING" 17 "fBodyGyro-meanFreq()-Z" -0.0322664579146196
"WALKING_UPSTAIRS" 18 "fBodyGyro-meanFreq()-Z" -0.0890927881274725
"LAYING" 19 "fBodyGyro-meanFreq()-Z" -0.0220135797724468
"SITTING" 19 "fBodyGyro-meanFreq()-Z" -0.111957258871795
"WALKING_UPSTAIRS" 20 "fBodyGyro-meanFreq()-Z" -0.138316973455706
"LAYING" 21 "fBodyGyro-meanFreq()-Z" -0.0228851873218137
"LAYING" 22 "fBodyGyro-meanFreq()-Z" -0.0516302487909034
"LAYING" 23 "fBodyGyro-meanFreq()-Z" -0.0229424899271505
"WALKING_UPSTAIRS" 24 "fBodyGyro-meanFreq()-Z" -0.0556407394121785
"LAYING" 25 "fBodyGyro-meanFreq()-Z" -0.135139739853178
"LAYING" 26 "fBodyGyro-meanFreq()-Z" 0.0552045950223026
"WALKING" 26 "fBodyGyro-meanFreq()-Z" -0.0301665876191667
"WALKING" 27 "fBodyGyro-meanFreq()-Z" -0.00708333609679521
"WALKING" 28 "fBodyGyro-meanFreq()-Z" -0.0896917400047906
"WALKING" 29 "fBodyGyro-meanFreq()-Z" 0.0203516079320058
"WALKING" 30 "fBodyGyro-meanFreq()-Z" -0.19995110594
"WALKING_DOWNSTAIRS" 30 "fBodyGyro-meanFreq()-Z" -0.423957343333333
"STANDING" 1 "fBodyAccMag-mean()" -0.478448523354179
"WALKING_DOWNSTAIRS" 2 "fBodyAccMag-mean()" -0.514569861316887
"STANDING" 3 "fBodyAccMag-mean()" -0.579076453758064
"WALKING_DOWNSTAIRS" 4 "fBodyAccMag-mean()" -0.602098037677603
"STANDING" 5 "fBodyAccMag-mean()" -0.528503022745033
"STANDING" 6 "fBodyAccMag-mean()" -0.473974924380431
"STANDING" 7 "fBodyAccMag-mean()" -0.518323878824675
"STANDING" 8 "fBodyAccMag-mean()" -0.512106792856939
"WALKING_DOWNSTAIRS" 9 "fBodyAccMag-mean()" -0.553186448295139
"WALKING_DOWNSTAIRS" 10 "fBodyAccMag-mean()" -0.518734046961905
"SITTING" 11 "fBodyAccMag-mean()" -0.609395391584395
"STANDING" 11 "fBodyAccMag-mean()" -0.94635927
"WALKING_DOWNSTAIRS" 12 "fBodyAccMag-mean()" -0.643295619980198
"WALKING_UPSTAIRS" 12 "fBodyAccMag-mean()" -0.415466623332203
"WALKING_UPSTAIRS" 13 "fBodyAccMag-mean()" -0.589928108599083
"SITTING" 14 "fBodyAccMag-mean()" -0.490874179820433
"SITTING" 15 "fBodyAccMag-mean()" -0.562948391223628
"SITTING" 16 "fBodyAccMag-mean()" -0.666962508246721
"SITTING" 17 "fBodyAccMag-mean()" -0.646189154826902
"WALKING_UPSTAIRS" 18 "fBodyAccMag-mean()" -0.697732862178571
"LAYING" 19 "fBodyAccMag-mean()" -0.442152560739255
"SITTING" 19 "fBodyAccMag-mean()" -0.96946894948718
"WALKING_UPSTAIRS" 20 "fBodyAccMag-mean()" -0.560278889421186
"LAYING" 21 "fBodyAccMag-mean()" -0.658664719514706
"LAYING" 22 "fBodyAccMag-mean()" -0.574333164853583
"LAYING" 23 "fBodyAccMag-mean()" -0.529029284118011
"WALKING_UPSTAIRS" 24 "fBodyAccMag-mean()" -0.650121872273806
"LAYING" 25 "fBodyAccMag-mean()" -0.69501971
"LAYING" 26 "fBodyAccMag-mean()" -0.797373303203947
"WALKING" 26 "fBodyAccMag-mean()" -0.52686664664625
"WALKING" 27 "fBodyAccMag-mean()" -0.667185803946808
"WALKING" 28 "fBodyAccMag-mean()" -0.628763247405236
"WALKING" 29 "fBodyAccMag-mean()" -0.589294014734302
"WALKING" 30 "fBodyAccMag-mean()" -0.602781617891316
"WALKING_DOWNSTAIRS" 30 "fBodyAccMag-mean()" -0.295162293333333
"STANDING" 1 "fBodyAccMag-meanFreq()" 0.142062162506138
"WALKING_DOWNSTAIRS" 2 "fBodyAccMag-meanFreq()" 0.192199738218212
"STANDING" 3 "fBodyAccMag-meanFreq()" 0.0770665587562757
"WALKING_DOWNSTAIRS" 4 "fBodyAccMag-meanFreq()" 0.0963636689322397
"STANDING" 5 "fBodyAccMag-meanFreq()" 0.0781455594845364
"STANDING" 6 "fBodyAccMag-meanFreq()" 0.102346682227846
"STANDING" 7 "fBodyAccMag-meanFreq()" -0.0106873745212792
"STANDING" 8 "fBodyAccMag-meanFreq()" 0.146541439681957
"WALKING_DOWNSTAIRS" 9 "fBodyAccMag-meanFreq()" -0.00358269125034722
"WALKING_DOWNSTAIRS" 10 "fBodyAccMag-meanFreq()" 0.173253569411224
"SITTING" 11 "fBodyAccMag-meanFreq()" 0.127382885466697
"STANDING" 11 "fBodyAccMag-meanFreq()" 0.106442314
"WALKING_DOWNSTAIRS" 12 "fBodyAccMag-meanFreq()" 0.0295754452654208
"WALKING_UPSTAIRS" 12 "fBodyAccMag-meanFreq()" 0.154367885892627
"WALKING_UPSTAIRS" 13 "fBodyAccMag-meanFreq()" 0.0849475684648318
"SITTING" 14 "fBodyAccMag-meanFreq()" -0.0600681274123529
"SITTING" 15 "fBodyAccMag-meanFreq()" 0.0614279187379573
"SITTING" 16 "fBodyAccMag-meanFreq()" 0.0558668214710383
"SITTING" 17 "fBodyAccMag-meanFreq()" 0.035532440850462
"WALKING_UPSTAIRS" 18 "fBodyAccMag-meanFreq()" 0.0911071722096154
"LAYING" 19 "fBodyAccMag-meanFreq()" 0.133393874134397
"SITTING" 19 "fBodyAccMag-meanFreq()" 0.0520767810637949
"WALKING_UPSTAIRS" 20 "fBodyAccMag-meanFreq()" 0.0604926209205932
"LAYING" 21 "fBodyAccMag-meanFreq()" 0.0846512609471814
"LAYING" 22 "fBodyAccMag-meanFreq()" 0.103277150317358
"LAYING" 23 "fBodyAccMag-meanFreq()" 0.11533518491586
"WALKING_UPSTAIRS" 24 "fBodyAccMag-meanFreq()" 0.0236300571840945
"LAYING" 25 "fBodyAccMag-meanFreq()" -0.0426423613907335
"LAYING" 26 "fBodyAccMag-meanFreq()" 0.138044475125658
"WALKING" 26 "fBodyAccMag-meanFreq()" 0.0568419913124167
"WALKING" 27 "fBodyAccMag-meanFreq()" 0.191781299814787
"WALKING" 28 "fBodyAccMag-meanFreq()" 0.0179948502780366
"WALKING" 29 "fBodyAccMag-meanFreq()" 0.162765300930698
"WALKING" 30 "fBodyAccMag-meanFreq()" -0.0285621410328684
"WALKING_DOWNSTAIRS" 30 "fBodyAccMag-meanFreq()" -0.227412083333333
"STANDING" 1 "fBodyBodyAccJerkMag-mean()" -0.499075765624092
"WALKING_DOWNSTAIRS" 2 "fBodyBodyAccJerkMag-mean()" -0.509746432970861
"STANDING" 3 "fBodyBodyAccJerkMag-mean()" -0.604752108072727
"WALKING_DOWNSTAIRS" 4 "fBodyBodyAccJerkMag-mean()" -0.63501900541041
"STANDING" 5 "fBodyBodyAccJerkMag-mean()" -0.573176177044172
"STANDING" 6 "fBodyBodyAccJerkMag-mean()" -0.494882316238462
"STANDING" 7 "fBodyBodyAccJerkMag-mean()" -0.553360009658182
"STANDING" 8 "fBodyBodyAccJerkMag-mean()" -0.529244911130605
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag-mean()" -0.609193721940625
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag-mean()" -0.515140810846939
"SITTING" 11 "fBodyBodyAccJerkMag-mean()" -0.654240627881529
"STANDING" 11 "fBodyBodyAccJerkMag-mean()" -0.9533102
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag-mean()" -0.664099816515842
"WALKING_UPSTAIRS" 12 "fBodyBodyAccJerkMag-mean()" -0.393291349702542
"WALKING_UPSTAIRS" 13 "fBodyBodyAccJerkMag-mean()" -0.607295296423853
"SITTING" 14 "fBodyBodyAccJerkMag-mean()" -0.596896308848452
"SITTING" 15 "fBodyBodyAccJerkMag-mean()" -0.614817605125915
"SITTING" 16 "fBodyBodyAccJerkMag-mean()" -0.713167613706148
"SITTING" 17 "fBodyBodyAccJerkMag-mean()" -0.697575558993207
"WALKING_UPSTAIRS" 18 "fBodyBodyAccJerkMag-mean()" -0.742323821887363
"LAYING" 19 "fBodyBodyAccJerkMag-mean()" -0.463697247065319
"SITTING" 19 "fBodyBodyAccJerkMag-mean()" -0.98231601974359
"WALKING_UPSTAIRS" 20 "fBodyBodyAccJerkMag-mean()" -0.584571446817062
"LAYING" 21 "fBodyBodyAccJerkMag-mean()" -0.679742584809363
"LAYING" 22 "fBodyBodyAccJerkMag-mean()" -0.585442501515888
"LAYING" 23 "fBodyBodyAccJerkMag-mean()" -0.542663319457527
"WALKING_UPSTAIRS" 24 "fBodyBodyAccJerkMag-mean()" -0.696845583388451
"LAYING" 25 "fBodyBodyAccJerkMag-mean()" -0.779190075892421
"LAYING" 26 "fBodyBodyAccJerkMag-mean()" -0.811055083907895
"WALKING" 26 "fBodyBodyAccJerkMag-mean()" -0.5958197088
"WALKING" 27 "fBodyBodyAccJerkMag-mean()" -0.688572791044947
"WALKING" 28 "fBodyBodyAccJerkMag-mean()" -0.675428720467801
"WALKING" 29 "fBodyBodyAccJerkMag-mean()" -0.609879937469099
"WALKING" 30 "fBodyBodyAccJerkMag-mean()" -0.658315874783684
"WALKING_DOWNSTAIRS" 30 "fBodyBodyAccJerkMag-mean()" -0.40602726
"STANDING" 1 "fBodyBodyAccJerkMag-meanFreq()" 0.200055179527839
"WALKING_DOWNSTAIRS" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.193066821118212
"STANDING" 3 "fBodyBodyAccJerkMag-meanFreq()" 0.11231984174566
"WALKING_DOWNSTAIRS" 4 "fBodyBodyAccJerkMag-meanFreq()" 0.160479882559811
"STANDING" 5 "fBodyBodyAccJerkMag-meanFreq()" 0.131619298935099
"STANDING" 6 "fBodyBodyAccJerkMag-meanFreq()" 0.0831165453227692
"STANDING" 7 "fBodyBodyAccJerkMag-meanFreq()" 0.108695730522532
"STANDING" 8 "fBodyBodyAccJerkMag-meanFreq()" 0.271528870278648
"WALKING_DOWNSTAIRS" 9 "fBodyBodyAccJerkMag-meanFreq()" 0.0983598303289236
"WALKING_DOWNSTAIRS" 10 "fBodyBodyAccJerkMag-meanFreq()" 0.163072697936429
"SITTING" 11 "fBodyBodyAccJerkMag-meanFreq()" 0.159077256933662
"STANDING" 11 "fBodyBodyAccJerkMag-meanFreq()" 0.046311855
"WALKING_DOWNSTAIRS" 12 "fBodyBodyAccJerkMag-meanFreq()" 0.14362301935297
